Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
I'm planning to shoot myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to shoot myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to shoot myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to shoot myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Nobody would miss me if I were dead	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to take pills this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Nobody is going to miss me	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to take pills today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Life is not worth living	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Life isn't worth it	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
No one will miss me	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
No one would care if I killed myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
No one would care if I were dead	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to cut myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to take pills soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to hang myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to end my life soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to end my life this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to end my life this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to end my life today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to hang myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to hang myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to die soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to hang myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to end it all this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to hurt myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to hurt myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to hurt myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to hurt myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to hurt myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to jump off a bridge	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to jump off a bridge soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to hang myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to drown soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
There's no hope for me	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to cut myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to cut myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to die	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to die soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to die this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to die this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to end my life	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to drown	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to end it all today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to drown this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to drown this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to drown today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to end it all	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to end it all soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to end it all this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to jump off a bridge today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to die today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to take pills today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to jump off a bridge this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to shoot myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to shoot myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to shoot myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to slit my wrists	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to take pills	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to take pills soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to shoot myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to take pills this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to overdose today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to commit suicide soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to commit suicide this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
